Table Name(1),State Code (2),District Code(3),Tehsil Code  (4),Town  Code (5),Area Name (6),Total/ Rural/ Urban(7),Total number of households (8),Total number of households availing banking services  (9),"Availability of assets Radio/
Transistor (10)",Availability of assets Television (11),Availability of assets Computer/Laptop With Internet (12),Availability of assets Computer/Laptop Without Internet (13),Availability of assets Telephone/Mobile PhoneLandline only (14),Availability of assets Telephone/Mobile Phone Mobile only (15),Availability of assets Telephone/Mobile Phone Both (16),Availability of assets Bicycle (17),Availability of assets Scooter/ Motorcycle/Moped (18),Availability of assets Car/ Jeep/Van (19),"Availability of assets Households with TV, Computer/Laptop, Telephone/mobile phone and Scooter/ Car (20)",Availability of assets None of the assets specified in col.(21),,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02821,384612,Jalda (CT),Urban,3389,1853,452,1628,46,141,53,1601,96,2779,878,87,79,369,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02821,384613,Hatibandha (CT),Urban,2034,1419,173,1210,59,131,53,1329,43,1711,734,51,103,128,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02822,000000,Sub-District - Tangarapali,Total,1162,661,84,352,5,45,34,486,13,1013,224,13,13,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02822,000000,Sub-District - Tangarapali,Rural,1162,661,84,352,5,45,34,486,13,1013,224,13,13,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02822,000000,Sub-District - Tangarapali,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02823,000000,Sub-District - Lathikata,Total,5285,2798,513,1597,61,225,81,1795,88,3909,752,73,48,780,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02823,000000,Sub-District - Lathikata,Rural,3584,1493,319,578,23,163,26,735,37,2798,339,34,13,612,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02823,000000,Sub-District - Lathikata,Urban,1701,1305,194,1019,38,62,55,1060,51,1111,413,39,35,168,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02823,384647,Lathikata (CT),Urban,1701,1305,194,1019,38,62,55,1060,51,1111,413,39,35,168,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02824,000000,Sub-District - Chandiposh,Total,4607,1420,427,313,23,88,19,828,23,2834,230,20,10,1433,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02824,000000,Sub-District - Chandiposh,Rural,4607,1420,427,313,23,88,19,828,23,2834,230,20,10,1433,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02824,000000,Sub-District - Chandiposh,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02825,000000,Sub-District - Kamarposh Balang,Total,9116,2913,1413,668,29,319,61,1646,74,5584,441,58,14,2651,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02825,000000,Sub-District - Kamarposh Balang,Rural,9116,2913,1413,668,29,319,61,1646,74,5584,441,58,14,2651,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02825,000000,Sub-District - Kamarposh Balang,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02826,000000,Sub-District - Koida,Total,9759,3582,1034,1963,87,310,90,3054,91,2589,1250,263,67,4364,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02826,000000,Sub-District - Koida,Rural,7887,2743,958,1223,62,255,82,2066,77,2174,871,166,41,3739,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02826,000000,Sub-District - Koida,Urban,1872,839,76,740,25,55,8,988,14,415,379,97,26,625,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02826,384803,Koida (CT)  ,Urban,1872,839,76,740,25,55,8,988,14,415,379,97,26,625,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02827,000000,Sub-District - Lahunipara,Total,18046,9094,2408,3740,99,692,147,5960,219,10585,2250,359,157,4336,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02827,000000,Sub-District - Lahunipara,Rural,16900,8260,2336,3082,59,613,141,5160,192,10442,1813,246,69,4112,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02827,000000,Sub-District - Lahunipara,Urban,1146,834,72,658,40,79,6,800,27,143,437,113,88,224,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02827,384964,Tensa (CT),Urban,1146,834,72,658,40,79,6,800,27,143,437,113,88,224,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02828,000000,Sub-District - Gurundia,Total,7538,3357,1613,302,15,257,60,1163,46,4645,310,32,4,2319,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02828,000000,Sub-District - Gurundia,Rural,7538,3357,1613,302,15,257,60,1163,46,4645,310,32,4,2319,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02828,000000,Sub-District - Gurundia,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02829,000000,Sub-District - Tikaetpali,Total,5426,2688,766,312,5,136,35,1031,12,3479,280,22,3,1541,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02829,000000,Sub-District - Tikaetpali,Rural,5426,2688,766,312,5,136,35,1031,12,3479,280,22,3,1541,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02829,000000,Sub-District - Tikaetpali,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02830,000000,Sub-District - Banei,Total,15101,6383,1542,3606,69,436,176,4378,126,10673,1950,207,118,3240,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02830,000000,Sub-District - Banei,Rural,13480,5307,1289,2788,31,333,135,3504,91,9626,1510,137,58,3009,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02830,000000,Sub-District - Banei,Urban,1621,1076,253,818,38,103,41,874,35,1047,440,70,60,231,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02830,385209,Banaigarh (CT)  ,Urban,1621,1076,253,818,38,103,41,874,35,1047,440,70,60,231,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02831,000000,Sub-District - Mahulapada,Total,4391,2241,518,206,7,83,42,319,24,2116,177,10,2,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02831,000000,Sub-District - Mahulapada,Rural,4391,2241,518,206,7,83,42,319,24,2116,177,10,2,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02831,000000,Sub-District - Mahulapada,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02832,000000,Sub-District - Raurkela (M),Total,70810,54064,14192,53450,5743,6494,3057,48296,5028,49454,31575,5114,9626,4386,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02832,000000,Sub-District - Raurkela (M),Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02832,000000,Sub-District - Raurkela (M),Urban,70810,54064,14192,53450,5743,6494,3057,48296,5028,49454,31575,5114,9626,4386,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02832,801819,Raurkela (M + OG),Urban,70810,54064,14192,53450,5743,6494,3057,48296,5028,49454,31575,5114,9626,4386,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02833,000000,Sub-District - Raurkela (ITS),Total,47010,34865,11415,35516,3930,4560,1726,30498,3793,39684,25360,3846,7030,2281,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02833,000000,Sub-District - Raurkela (ITS),Rural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02833,000000,Sub-District - Raurkela (ITS),Urban,47010,34865,11415,35516,3930,4560,1726,30498,3793,39684,25360,3846,7030,2281,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,374,02833,801820,Raurkela  (ITS + OG),Urban,47010,34865,11415,35516,3930,4560,1726,30498,3793,39684,25360,3846,7030,2281,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,00000,000000,District - Kendujhar,Total,406629,200877,65482,74858,2622,10545,3404,125986,4733,232920,57029,7608,4791,115890,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,00000,000000,District - Kendujhar,Rural,349736,165785,59630,43850,913,7263,2597,93478,2217,206843,37075,4021,1371,103919,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,00000,000000,District - Kendujhar,Urban,56893,35092,5852,31008,1709,3282,807,32508,2516,26077,19954,3587,3420,11971,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02834,000000,Sub-District - Barbil,Total,19282,10808,1499,8861,548,1185,330,9972,399,5665,5475,1112,905,5366,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02834,000000,Sub-District - Barbil,Rural,3817,1924,414,885,114,334,154,1439,39,1037,712,158,104,1394,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02834,000000,Sub-District - Barbil,Urban,15465,8884,1085,7976,434,851,176,8533,360,4628,4763,954,801,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02834,801821,Barbil (M),Urban,15465,8884,1085,7976,434,851,176,8533,360,4628,4763,954,801,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02835,000000,Sub-District - Bolani,Total,4557,2456,402,2058,74,142,22,2198,145,932,1407,271,142,1620,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02835,000000,Sub-District - Bolani,Rural,1853,646,140,390,3,53,5,564,9,345,348,57,12,966,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02835,000000,Sub-District - Bolani,Urban,2704,1810,262,1668,71,89,17,1634,136,587,1059,214,130,654,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02835,385278,Balagoda (Bolani) (CT),Urban,2704,1810,262,1668,71,89,17,1634,136,587,1059,214,130,654,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02836,000000,Sub-District - Rugudi,Total,3610,1811,401,1076,11,38,22,1591,8,869,566,191,11,1359,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02836,000000,Sub-District - Rugudi,Rural,3610,1811,401,1076,11,38,22,1591,8,869,566,191,11,1359,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02836,000000,Sub-District - Rugudi,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02837,000000,Sub-District - Joda,Total,16396,9040,1243,6768,349,746,336,7691,424,6440,4909,1037,746,4686,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02837,000000,Sub-District - Joda,Rural,5654,2982,654,1219,90,69,209,1826,27,2761,1262,185,110,1822,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02837,000000,Sub-District - Joda,Urban,10742,6058,589,5549,259,677,127,5865,397,3679,3647,852,636,2864,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02837,801822,Joda (M ),Urban,10742,6058,589,5549,259,677,127,5865,397,3679,3647,852,636,2864,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02838,000000,Sub-District - Bamebari ,Total,12803,5890,1211,2434,57,242,107,3588,120,2951,1619,389,83,6378,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02838,000000,Sub-District - Bamebari ,Rural,10982,5063,1149,1815,39,180,95,2773,86,2736,1339,354,53,5585,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02838,000000,Sub-District - Bamebari ,Urban,1821,827,62,619,18,62,12,815,34,215,280,35,30,793,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02838,385392,Jajanga (CT)  ,Urban,1821,827,62,619,18,62,12,815,34,215,280,35,30,793,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02839,000000,Sub-District - Champua,Total,21912,10024,3142,4059,81,596,193,7353,183,12969,3685,544,146,5949,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02839,000000,Sub-District - Champua,Rural,19997,9059,2974,3122,49,474,177,6137,141,11852,3000,433,71,5655,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02839,000000,Sub-District - Champua,Urban,1915,965,168,937,32,122,16,1216,42,1117,685,111,75,294,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02839,385509,Champua (CT),Urban,1915,965,168,937,32,122,16,1216,42,1117,685,111,75,294,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02840,000000,Sub-District - Jhumpura,Total,10720,5742,2132,1795,58,154,105,3661,56,6479,1623,222,68,2919,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02840,000000,Sub-District - Jhumpura,Rural,9384,4957,1950,1226,26,121,94,2804,45,5898,1236,141,32,2577,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02840,000000,Sub-District - Jhumpura,Urban,1336,785,182,569,32,33,11,857,11,581,387,81,36,342,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02840,385564,Jhumpura (CT),Urban,1336,785,182,569,32,33,11,857,11,581,387,81,36,342,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02841,000000,Sub-District - Baria,Total,16759,9388,3694,1710,31,357,120,4867,80,12858,2107,225,41,2782,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02841,000000,Sub-District - Baria,Rural,16759,9388,3694,1710,31,357,120,4867,80,12858,2107,225,41,2782,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02841,000000,Sub-District - Baria,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02842,000000,Sub-District - Turumunga,Total,17114,7569,2688,1639,27,234,93,4268,91,11661,1807,162,45,4159,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02842,000000,Sub-District - Turumunga,Rural,17114,7569,2688,1639,27,234,93,4268,91,11661,1807,162,45,4159,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02842,000000,Sub-District - Turumunga,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02843,000000,Sub-District - Patana,Total,23711,14586,4156,1943,36,418,76,6215,98,17154,2211,180,63,5029,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02843,000000,Sub-District - Patana,Rural,23711,14586,4156,1943,36,418,76,6215,98,17154,2211,180,63,5029,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02843,000000,Sub-District - Patana,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02844,000000,Sub-District - Kendujhar Sadar,Total,34623,16390,7623,4946,101,903,228,9991,224,21888,4397,401,171,8956,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02844,000000,Sub-District - Kendujhar Sadar,Rural,34623,16390,7623,4946,101,903,228,9991,224,21888,4397,401,171,8956,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02844,000000,Sub-District - Kendujhar Sadar,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02845,000000,Sub-District - Kendujhar Town,Total,21634,13907,3406,11271,760,1377,365,11447,1215,13695,8179,1235,1543,3924,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02845,000000,Sub-District - Kendujhar Town,Rural,8318,3880,1234,2262,49,256,69,3130,85,4871,1685,176,140,2347,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02845,000000,Sub-District - Kendujhar Town,Urban,13316,10027,2172,9009,711,1121,296,8317,1130,8824,6494,1059,1403,1577,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02845,801823,Kendujhar (M),Urban,13316,10027,2172,9009,711,1121,296,8317,1130,8824,6494,1059,1403,1577,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02846,000000,Sub-District - Nayakote,Total,9751,4421,1717,222,3,241,21,886,91,3826,366,37,2,4869,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02846,000000,Sub-District - Nayakote,Rural,9751,4421,1717,222,3,241,21,886,91,3826,366,37,2,4869,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02846,000000,Sub-District - Nayakote,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02847,000000,Sub-District - Kanjipani,Total,4441,2964,602,57,NA,48,10,266,1,1040,78,13,NA,2956,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02847,000000,Sub-District - Kanjipani,Rural,4441,2964,602,57,NA,48,10,266,1,1040,78,13,NA,2956,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02847,000000,Sub-District - Kanjipani,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02848,000000,Sub-District - Telkoi,Total,21436,10092,3250,1250,24,518,78,4398,68,11902,1478,160,33,7557,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02848,000000,Sub-District - Telkoi,Rural,21436,10092,3250,1250,24,518,78,4398,68,11902,1478,160,33,7557,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02848,000000,Sub-District - Telkoi,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02849,000000,Sub-District - Pandapara,Total,14741,6085,3643,699,28,454,72,3189,51,8240,927,94,20,4890,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02849,000000,Sub-District - Pandapara,Rural,14741,6085,3643,699,28,454,72,3189,51,8240,927,94,20,4890,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02849,000000,Sub-District - Pandapara,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02850,000000,Sub-District - Ghatgaon,Total,24134,15035,4180,2047,37,287,116,5515,102,15894,2061,271,57,6236,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02850,000000,Sub-District - Ghatgaon,Rural,24134,15035,4180,2047,37,287,116,5515,102,15894,2061,271,57,6236,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02850,000000,Sub-District - Ghatgaon,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02851,000000,Sub-District - Harichandanpur,Total,18834,8314,3820,953,24,478,50,3727,65,10760,1250,104,30,6189,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02851,000000,Sub-District - Harichandanpur,Rural,18834,8314,3820,953,24,478,50,3727,65,10760,1250,104,30,6189,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02851,000000,Sub-District - Harichandanpur,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02852,000000,Sub-District - Daitari,Total,6101,3036,1419,898,19,253,33,1498,130,3244,698,83,79,1839,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02852,000000,Sub-District - Daitari,Rural,5025,2112,1094,315,9,192,20,862,32,2819,374,39,36,1613,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02852,000000,Sub-District - Daitari,Urban,1076,924,325,583,10,61,13,636,98,425,324,44,43,226,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02852,386860,Daitari (CT),Urban,1076,924,325,583,10,61,13,636,98,425,324,44,43,226,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02853,000000,Sub-District - Ghasipura,Total,25479,9285,2918,4123,63,350,177,7523,199,15514,2821,180,110,7490,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02853,000000,Sub-District - Ghasipura,Rural,25479,9285,2918,4123,63,350,177,7523,199,15514,2821,180,110,7490,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02853,000000,Sub-District - Ghasipura,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02854,000000,Sub-District - Anandapur,Total,27642,11730,3542,5964,161,597,280,8850,438,17303,3597,299,291,7442,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02854,000000,Sub-District - Anandapur,Rural,19124,6918,2535,1866,19,331,141,4215,130,11282,1282,62,25,6193,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02854,000000,Sub-District - Anandapur,Urban,8518,4812,1007,4098,142,266,139,4635,308,6021,2315,237,266,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02854,801824,Anandpur (M),Urban,8518,4812,1007,4098,142,266,139,4635,308,6021,2315,237,266,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02855,000000,Sub-District - Soso,Total,13699,6122,3000,2375,36,163,97,4494,137,8153,1406,93,61,3879,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02855,000000,Sub-District - Soso,Rural,13699,6122,3000,2375,36,163,97,4494,137,8153,1406,93,61,3879,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02855,000000,Sub-District - Soso,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02856,000000,Sub-District - Nandipada,Total,19253,9021,3235,3882,50,446,270,6719,188,12631,2051,183,81,4647,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02856,000000,Sub-District - Nandipada,Rural,19253,9021,3235,3882,50,446,270,6719,188,12631,2051,183,81,4647,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02856,000000,Sub-District - Nandipada,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02857,000000,Sub-District - Sainkul,Total,17997,7161,2559,3828,44,318,203,6079,220,10852,2311,122,63,4769,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02857,000000,Sub-District - Sainkul,Rural,17997,7161,2559,3828,44,318,203,6079,220,10852,2311,122,63,4769,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,375,02857,000000,Sub-District - Sainkul,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,376,00000,000000,District - Mayurbhanj,Total,587648,297045,74035,83167,2950,15049,6698,151621,8343,418435,62502,6279,4642,125856,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,376,00000,000000,District - Mayurbhanj,Rural,544764,266585,70045,56394,1382,12257,5640,126412,4388,388624,44582,4154,1568,121087,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,376,00000,000000,District - Mayurbhanj,Urban,42884,30460,3990,26773,1568,2792,1058,25209,3955,29811,17920,2125,3074,4769,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,376,02858,000000,Sub-District - Tiring,Total,22958,11441,1851,1512,32,322,184,4890,88,16504,1395,142,31,5219,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,376,02858,000000,Sub-District - Tiring,Rural,22958,11441,1851,1512,32,322,184,4890,88,16504,1395,142,31,5219,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,376,02858,000000,Sub-District - Tiring,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,376,02859,000000,Sub-District - Bahalda,Total,13154,5613,916,1487,28,465,125,3468,119,9402,1201,123,41,2763,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,376,02859,000000,Sub-District - Bahalda,Rural,13154,5613,916,1487,28,465,125,3468,119,9402,1201,123,41,2763,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,376,02859,000000,Sub-District - Bahalda,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,376,02860,000000,Sub-District - Jamda,Total,11410,4962,1012,643,23,178,58,2210,27,9428,770,62,14,1717,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,376,02860,000000,Sub-District - Jamda,Rural,11410,4962,1012,643,23,178,58,2210,27,9428,770,62,14,1717,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,376,02860,000000,Sub-District - Jamda,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,376,02861,000000,Sub-District - Rairangpur Town,Total,11339,6791,820,4677,232,649,147,5211,409,8913,2927,349,454,1415,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,376,02861,000000,Sub-District - Rairangpur Town,Rural,3759,1525,254,411,2,114,21,881,6,3084,279,18,8,571,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,376,02861,000000,Sub-District - Rairangpur Town,Urban,7580,5266,566,4266,230,535,126,4330,403,5829,2648,331,446,844,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,376,02861,801825,Rairangpur (NAC + OG),Urban,7580,5266,566,4266,230,535,126,4330,403,5829,2648,331,446,844,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH4012,21,376,02862,000000,Sub-District - Gorumahisani,Total,11589,5436,1479,901,65,269,198,2185,93,7524,633,70,12,3194,,,,,,,,,,,,,,,,,,,,,,,,,,,
